"name","genre","store_1","total_reviews","overall_rating","monthly_netincome","longevity_m","lifetime_income","purchase_price","net_profit"
"Last Day on Earth: Survival","games_entertainment","one",2310351,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"letgo: Buy & Sell Used Stuff, Cars & Real Estate","lifestyle_shopping","one",972763,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"8 Ball Pool","games_entertainment","one",14198028,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"LINE WEBTOON - Free Comics","games_entertainment","one",1013790,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Avast Cleanup & Boost, Phone Cleaner, Optimizer","productivity","one",648380,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"LiveMe - Video chat, new friends, and make money","social_communication","one",457032,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Avast Mobile Security 2018 - Antivirus & App Lock","productivity","one",5180480,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"AVG AntiVirus 2018 for Android Security","productivity","one",6207063,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Madden NFL Football","games_entertainment","one",1455952,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Magic Tiles 3","games_entertainment","one",592340,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Skyscanner","travel_local","one",481546,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"8 Ball Pool™","games_entertainment","one",416736,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"MAPS.ME – Offline Map and Travel Navigation","travel_local","one",932870,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Math Tricks","education","one",342918,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Meitu – Beauty Cam, Easy Photo Editor","photo_video","one",462702,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"YouCam Perfect - Selfie Photo Editor","photo_video","one",1579306,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Scoompa Video - Slideshow Maker and Video Editor","photo_video","one",559931,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Minion Rush: Despicable Me Official Game","games_entertainment","one",10216349,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Mini Golf King - Multiplayer Game","games_entertainment","one",531458,4.5,4000,108,"$432,000.00","$25,000.00","$407,000.00"
"Draw Something","games_entertainment","one",360974,4.5,4000,108,"$432,000.00","$29,900.00","$402,100.00"
"Zynga Poker – Texas Holdem","games_entertainment","one",1986068,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"AccuWeather: Daily Forecast & Live Weather Reports","book_news_reference","one",2052906,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Advanced Task Killer","productivity","one",577059,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Angry Birds Classic","games_entertainment","one",5566625,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Applock","productivity","one",4934130,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"AppLock","productivity","one",4931562,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"AppLock - Fingerprint","productivity","one",745245,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Arena of Valor: 5v5 Arena Game","games_entertainment","one",438911,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"ASUS PixelMaster Camera","photo_video","one",626366,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Avakin Life - 3D virtual world","games_entertainment","one",1275373,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"AVG Cleaner – Speed, Battery & Memory Booster","productivity","one",1188154,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"B612 - Beauty & Filter Camera","photo_video","one",5280706,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Banana Kong","games_entertainment","one",3452530,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Bank of America Mobile Banking","business_finance","one",341090,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Basketball Stars","games_entertainment","one",867920,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"BeautyPlus - Easy Photo Editor & Selfie Camera","photo_video","one",3157754,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Big Fish Casino – Play Slots & Vegas Games","games_entertainment","one",382100,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"BIGO LIVE - Live Stream","social_communication","one",2349421,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"BLACKJACK!","games_entertainment","one",524467,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Block Puzzle - Wood Legend","games_entertainment","one",318867,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Bukalapak - Buy and Sell Online","lifestyle_shopping","one",662287,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"CallApp: Caller ID, Blocker & Phone Call Recorder","social_communication","one",483674,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Candy Camera - selfie, beauty camera, photo editor","photo_video","one",3368667,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"CCleaner","productivity","one",885187,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"CM FILE MANAGER","productivity","one",953790,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"cPro Marketplace: Buy. Sell. Rent. Date. Jobs.","lifestyle_shopping","one",385764,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Critical Ops","games_entertainment","one",1397944,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Crusaders Quest","games_entertainment","one",475020,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Cut the Rope FULL FREE","games_entertainment","one",2123293,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Cymera Camera- Photo Editor, Filter,Collage,Layout","photo_video","one",2418148,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"DEER HUNTER CLASSIC","games_entertainment","one",3941129,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"DH Texas Poker - Texas Hold'em","games_entertainment","one",562345,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"DINO HUNTER: DEADLY SHORES","games_entertainment","one",1381722,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Dr. Parking 4","games_entertainment","one",475369,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock","productivity","one",372553,4.4,4000,106,"$424,000.00","$25,000.00","$399,000.00"
